movie,year,view rating,genre,IMDb rating,metascore,posters
Citizenfour,2014,PG,"Documentary, Biography, Thriller            ",8.1,88,"https://m.media-amazon.com/images/M/MV5BMTc0MTM0MTA5MF5BMl5BanBnXkFtZTgwNzEwODEwMzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Cobbler,2014,PG,"Comedy, Drama, Fantasy            ",5.8,23,"https://m.media-amazon.com/images/M/MV5BMTgzMjQ2OTQ0NV5BMl5BanBnXkFtZTgwMTc2MTI2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Veronica Mars,2014,PG,"Crime, Drama, Mystery            ",6.8,62,"https://m.media-amazon.com/images/M/MV5BMTQ4MDc0Mjg4OV5BMl5BanBnXkFtZTgwODk3NjYyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Loft,2014,14A,"Mystery, Romance, Thriller            ",6.3,24,"https://m.media-amazon.com/images/M/MV5BMjAyNTM4ODM5NV5BMl5BanBnXkFtZTgwNTA4NDE3MzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Pride,2014,14A,"Biography, Comedy, Drama            ",7.8,79,"https://m.media-amazon.com/images/M/MV5BMTU2OTcyOTE3MF5BMl5BanBnXkFtZTgwNTg5Mjc1MjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
'71,2014,18A,"Action, Drama, Thriller            ",7.2,83,"https://m.media-amazon.com/images/M/MV5BMTg1NjE5Njg4M15BMl5BanBnXkFtZTgwMzEyODAzNDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Eliza Graves,2014,PG-13,"Drama, Horror, Thriller            ",6.8,52,"https://m.media-amazon.com/images/M/MV5BNjg5NjU0MTM4N15BMl5BanBnXkFtZTgwMjU1NDQzMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Tammy,2014,14A,"Comedy, Romance            ",4.9,39,"https://m.media-amazon.com/images/M/MV5BMjIyMDg1ODM5OV5BMl5BanBnXkFtZTgwMTM4NzgxMTE@._V1._CR3,3,863,1275_UX67_CR0,0,67,98_AL_.jpg"
Before We Go,2014,PG,"Comedy, Drama, Romance            ",6.8,31,"https://m.media-amazon.com/images/M/MV5BOTMxNzE0NjY4NV5BMl5BanBnXkFtZTgwMjIxNjIzNjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Ouija,2014,14A,"Horror, Mystery, Thriller            ",4.5,38,"https://m.media-amazon.com/images/M/MV5BMTQ1NzcwMTU5MF5BMl5BanBnXkFtZTgwOTE5MzEyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Song of the Sea,2014,G,"Animation, Adventure, Drama            ",8.1,85,"https://m.media-amazon.com/images/M/MV5BMTQ2MDMwNjEwNV5BMl5BanBnXkFtZTgwOTkxMzI0MzE@._V1_UY98_CR0,0,67,98_AL_.jpg"
Leviafan,2014,PG,"Crime, Drama            ",7.6,92,"https://m.media-amazon.com/images/M/MV5BMjAwMTY3MTU0Ml5BMl5BanBnXkFtZTgwNzE0ODAwMzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Mommy,2014,14A,Drama            ,8.1,74,"https://m.media-amazon.com/images/M/MV5BMjE3NjMwMjc3N15BMl5BanBnXkFtZTgwNDk4MjA0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Hector and the Search for Happiness,2014,14A,"Adventure, Comedy, Drama            ",7.0,29,"https://m.media-amazon.com/images/M/MV5BNTAzNTIyNDYzNV5BMl5BanBnXkFtZTgwNDg1NjYyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Deux jours, une nuit",2014,PG,Drama            ,7.3,89,"https://m.media-amazon.com/images/M/MV5BMjIyMzczMDI0NF5BMl5BanBnXkFtZTgwNjI5Nzk3MTE@._V1_UY98_CR2,0,67,98_AL_.jpg"
While We're Young,2014,14A,"Comedy, Drama, Mystery            ",6.3,77,"https://m.media-amazon.com/images/M/MV5BMTc4MDEzMTA5MF5BMl5BanBnXkFtZTgwODA5MTM0NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Kill the Messenger,2014,PG,"Biography, Crime, Drama            ",7.0,60,"https://m.media-amazon.com/images/M/MV5BNDM5MDIxNzYyNV5BMl5BanBnXkFtZTgwMDUzMTk4MTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Million Dollar Arm,2014,PG,"Biography, Drama, Sport            ",7.0,56,"https://m.media-amazon.com/images/M/MV5BMjM1OTUwOTA0M15BMl5BanBnXkFtZTgwMTA0Nzk4MjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Tusk,2014,14A,"Comedy, Drama, Horror            ",5.3,55,"https://m.media-amazon.com/images/M/MV5BNmQyMmUzMmYtMTA4OS00ZmRjLWE0NWYtNjc0ZGM0N2E4YzQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Rover,2014,14A,"Action, Crime, Drama            ",6.4,64,"https://m.media-amazon.com/images/M/MV5BMjE4MTc1MzMxN15BMl5BanBnXkFtZTgwMzc4NDA4MTE@._V1.._UX67_CR0,0,67,98_AL_.jpg"
Laggies,2014,PG,"Comedy, Drama, Romance            ",6.4,63,"https://m.media-amazon.com/images/M/MV5BMTY5NjU0MTQwMl5BMl5BanBnXkFtZTgwMjYxMTU0MjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Inbetweeners 2,2014,96 min,Comedy            ,6.4,55,"https://m.media-amazon.com/images/M/MV5BNTI3OTc1YTEtNGQ5My00ZGRiLWE4YTYtNjNhMDRiOWI4Y2RhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
God's Not Dead,2014,PG,Drama            ,4.8,16,"https://m.media-amazon.com/images/M/MV5BMjEwNDQ3MzYyOV5BMl5BanBnXkFtZTgwNDE0ODM3MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Endless Love,2014,PG,"Drama, Romance            ",6.3,30,"https://m.media-amazon.com/images/M/MV5BOTYzNDU1MzEyN15BMl5BanBnXkFtZTgwOTYwMTU0MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Brick Mansions,2014,PG,"Action, Crime            ",5.7,40,"https://m.media-amazon.com/images/M/MV5BOTI0ODQ2MzY5NF5BMl5BanBnXkFtZTgwNTcxNzQxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Time Lapse,2014,104 min,"Sci-Fi, Thriller            ",6.5,50,"https://m.media-amazon.com/images/M/MV5BNzM2MDc3NTA3N15BMl5BanBnXkFtZTgwNzA5OTMyNTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Paranormal Activity: The Marked Ones,2014,14A,"Horror, Mystery, Thriller            ",5.0,42,"https://m.media-amazon.com/images/M/MV5BMjAwNDAxMjc0N15BMl5BanBnXkFtZTgwNDcyNDU3MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,G,"Comedy, Family            ",6.2,54,"https://m.media-amazon.com/images/M/MV5BOTgxMDMxMTY5OV5BMl5BanBnXkFtZTgwMjY1NzYzMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Skeleton Twins,2014,PG,"Comedy, Drama, Romance            ",6.8,74,"https://m.media-amazon.com/images/M/MV5BNzk5MjM3NDEwN15BMl5BanBnXkFtZTgwMDIxNjYzMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Camp X-Ray,2014,R,"Drama, War            ",6.9,54,"https://m.media-amazon.com/images/M/MV5BMTU5NjI1MjEwMV5BMl5BanBnXkFtZTgwNjc2Mzc3MjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Kis Uykusu,2014,PG,Drama            ,8.2,88,"https://m.media-amazon.com/images/M/MV5BNTU1NTY2Mzg5M15BMl5BanBnXkFtZTgwNDcwNjM5MTE@._V1_UY98_CR2,0,67,98_AL_.jpg"
Ich seh ich seh,2014,14A,"Horror, Mystery, Thriller            ",6.7,81,"https://m.media-amazon.com/images/M/MV5BMjAyMDU2NjU4OF5BMl5BanBnXkFtZTgwNDg5ODc0NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Wish I Was Here,2014,PG,"Comedy, Drama            ",6.7,43,"https://m.media-amazon.com/images/M/MV5BMjI1MTM5NTY2Nl5BMl5BanBnXkFtZTgwODE4OTk4MTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Maps to the Stars,2014,18A,"Comedy, Drama            ",6.2,67,"https://m.media-amazon.com/images/M/MV5BMTY3MjQwNzYyNV5BMl5BanBnXkFtZTgwNTY3NDQ5MzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Pawn Sacrifice,2014,PG,"Biography, Drama, Sport            ",7.0,65,"https://m.media-amazon.com/images/M/MV5BMTk0MDYxNTE0OV5BMl5BanBnXkFtZTgwODgyNjU3NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Cake,2014,14A,Drama            ,6.4,49,"https://m.media-amazon.com/images/M/MV5BMmE2ZTQ5NTUtMzM2NS00YTIxLWEyMDQtMjBiMGNmODgwN2U5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Left Behind,2014,PG,"Action, Drama, Fantasy            ",3.1,12,"https://m.media-amazon.com/images/M/MV5BMjI4MjA2OTQxMF5BMl5BanBnXkFtZTgwMjcyMTI2MjE@._V1_UY98_CR1,0,67,98_AL_.jpg"
The Salvation,2014,14A,"Drama, Western            ",6.7,64,"https://m.media-amazon.com/images/M/MV5BMTA5MTU2NjIxOTNeQTJeQWpwZ15BbWU4MDA5Njc0MDIx._V1_UX67_CR0,0,67,98_AL_.jpg"
Love & Mercy,2014,PG,"Biography, Drama, Music            ",7.4,80,"https://m.media-amazon.com/images/M/MV5BMTk1MTkwMzU4Nl5BMl5BanBnXkFtZTgwNjY0MDE1NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Cold in July,2014,R,"Crime, Thriller            ",6.8,73,"https://m.media-amazon.com/images/M/MV5BMTc4NTU4MTY2Nl5BMl5BanBnXkFtZTgwNDM5MjQ2MTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Black Sea,2014,R,"Adventure, Drama, Thriller            ",6.4,62,"https://m.media-amazon.com/images/M/MV5BMjMyNzI1ODA3OF5BMl5BanBnXkFtZTgwMTI5OTczMzE@._V1._CR54,54,1274,1940_UX67_CR0,0,67,98_AL_.jpg"
Star Wars: Episode VII - The Force Awakens,2015,PG,"Action, Adventure, Fantasy            ",8.0,81,"https://m.media-amazon.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Mad Max: Fury Road,2015,14A,"Action, Adventure, Sci-Fi            ",8.1,90,"https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Martian,2015,PG,"Adventure, Drama, Sci-Fi            ",8.0,80,"https://m.media-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Avengers: Age of Ultron,2015,PG,"Action, Adventure, Sci-Fi            ",7.4,66,"https://m.media-amazon.com/images/M/MV5BMTM4OGJmNWMtOTM4Ni00NTE3LTg3MDItZmQxYjc4N2JhNmUxXkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Revenant,2015,14A,"Action, Adventure, Biography            ",8.0,76,"https://m.media-amazon.com/images/M/MV5BMDE5OWMzM2QtOTU2ZS00NzAyLWI2MDEtOTRlYjIxZGM0OWRjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Jurassic World,2015,PG,"Action, Adventure, Sci-Fi            ",7.0,59,"https://m.media-amazon.com/images/M/MV5BNzQ3OTY4NjAtNzM5OS00N2ZhLWJlOWUtYzYwZjNmOWRiMzcyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
Inside Out,2015,G,"Animation, Adventure, Comedy            ",8.2,94,"https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Ant-Man,2015,PG,"Action, Adventure, Comedy            ",7.3,64,"https://m.media-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Hateful Eight,2015,18A,"Crime, Drama, Mystery            ",7.8,68,"https://m.media-amazon.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Spotlight,2015,14A,"Crime, Drama, History            ",8.1,93,"https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Spectre,2015,PG,"Action, Adventure, Thriller            ",6.8,60,"https://m.media-amazon.com/images/M/MV5BOWQ1MDE1NzgtNTQ4OC00ZjliLTllZDAtN2IyOTVmMTc5YjUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
Furious Seven,2015,14A,"Action, Crime, Thriller            ",7.2,67,"https://m.media-amazon.com/images/M/MV5BMTQxOTA2NDUzOV5BMl5BanBnXkFtZTgwNzY2MTMxMzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Sicario,2015,14A,"Action, Crime, Drama            ",7.6,82,"https://m.media-amazon.com/images/M/MV5BMjA5NjM3NTk1M15BMl5BanBnXkFtZTgwMzg1MzU2NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Mission: Impossible - Rogue Nation,2015,PG,"Action, Adventure, Thriller            ",7.4,75,"https://m.media-amazon.com/images/M/MV5BOTFmNDA3ZjMtN2Y0MC00NDYyLWFlY2UtNTQ4OTQxMmY1NmVjXkEyXkFqcGdeQXVyNTg4NDQ4NDY@._V1_UX67_CR0,0,67,98_AL_.jpg"
Room,2015,14A,"Drama, Thriller            ",8.2,86,"https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Big Short,2015,14A,"Biography, Comedy, Drama            ",7.8,81,"https://m.media-amazon.com/images/M/MV5BNDc4MThhN2EtZjMzNC00ZDJmLThiZTgtNThlY2UxZWMzNjdkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
Fifty Shades of Grey,2015,18A,"Drama, Romance, Thriller            ",4.1,46,"https://m.media-amazon.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Bridge of Spies,2015,PG,"Drama, History, Thriller            ",7.6,81,"https://m.media-amazon.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Hunger Games: Mockingjay - Part 2,2015,PG,"Action, Adventure, Sci-Fi            ",6.6,65,"https://m.media-amazon.com/images/M/MV5BNjQzNDI2NTU1Ml5BMl5BanBnXkFtZTgwNTAyMDQ5NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Man from U.N.C.L.E.,2015,PG,"Action, Adventure, Comedy            ",7.3,56,"https://m.media-amazon.com/images/M/MV5BOTZmMWFhYmQtZDE5YS00YzBlLWJlOGEtYzAwNGU1YzVlYjZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
Terminator Genisys,2015,PG,"Action, Adventure, Sci-Fi            ",6.4,38,"https://m.media-amazon.com/images/M/MV5BMjM1NTc0NzE4OF5BMl5BanBnXkFtZTgwNDkyNjQ1NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Creed,2015,PG,"Drama, Sport            ",7.6,82,"https://m.media-amazon.com/images/M/MV5BODg5NDM1MDI4NF5BMl5BanBnXkFtZTgwMzg0MzQxNzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Spy,2015,14A,"Action, Comedy, Crime            ",7.0,75,"https://m.media-amazon.com/images/M/MV5BNjI5OTQ0MDQxM15BMl5BanBnXkFtZTgwMzcwNjMyNTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Chappie,2015,14A,"Action, Crime, Drama            ",6.8,41,"https://m.media-amazon.com/images/M/MV5BMTUyNTI4NTIwNl5BMl5BanBnXkFtZTgwMjQ4MTI0NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Maze Runner: The Scorch Trials,2015,14A,"Action, Sci-Fi, Thriller            ",6.3,43,"https://m.media-amazon.com/images/M/MV5BMjE3MDU2NzQyMl5BMl5BanBnXkFtZTgwMzQxMDQ3NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Southpaw,2015,14A,"Drama, Sport            ",7.4,57,"https://m.media-amazon.com/images/M/MV5BMjI1MTcwODk0MV5BMl5BanBnXkFtZTgwMTgwMDM5NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Insurgent,2015,PG,"Action, Adventure, Sci-Fi            ",6.2,42,"https://m.media-amazon.com/images/M/MV5BMTgxOTYxMTg3OF5BMl5BanBnXkFtZTgwMDgyMzA2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Minions,2015,PG,"Animation, Action, Adventure            ",6.4,56,"https://m.media-amazon.com/images/M/MV5BMTg2MTMyMzU0M15BMl5BanBnXkFtZTgwOTU3ODk4NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
San Andreas,2015,PG,"Action, Adventure, Drama            ",6.1,43,"https://m.media-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Focus,2015,14A,"Comedy, Crime, Drama            ",6.6,56,"https://m.media-amazon.com/images/M/MV5BMTUwODg2OTA4OF5BMl5BanBnXkFtZTgwOTE5MTE4MzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Intern,2015,PG,"Comedy, Drama            ",7.1,51,"https://m.media-amazon.com/images/M/MV5BMTUyNjE5NjI5OF5BMl5BanBnXkFtZTgwNzYzMzU3NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Everest,2015,PG,"Action, Adventure, Biography            ",7.1,64,"https://m.media-amazon.com/images/M/MV5BMTNmMzM0ZTktZWY3Yy00ODViLTllZDgtODcwM2QyM2E2YTU2L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Lobster,2015,14A,"Comedy, Drama, Romance            ",7.1,82,"https://m.media-amazon.com/images/M/MV5BNDQ1NDE5NzQ1NF5BMl5BanBnXkFtZTgwNzA5OTM2NTE@._V1_UY98_CR1,0,67,98_AL_.jpg"
Jupiter Ascending,2015,PG,"Action, Adventure, Sci-Fi            ",5.3,40,"https://m.media-amazon.com/images/M/MV5BMTQyNzk2MjA2NF5BMl5BanBnXkFtZTgwMjEwNzk3MjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Straight Outta Compton,2015,18A,"Biography, Drama, History            ",7.9,72,"https://m.media-amazon.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_UX67_CR0,0,67,98_AL_.jpg"
Ted 2,2015,14A,Comedy            ,6.3,48,"https://m.media-amazon.com/images/M/MV5BMjEwMDg3MDk1NF5BMl5BanBnXkFtZTgwNjYyODA1NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Tomorrowland,2015,PG,"Action, Adventure, Family            ",6.4,60,"https://m.media-amazon.com/images/M/MV5BMTQ4OTgzNTkwNF5BMl5BanBnXkFtZTgwMzI3MDE3NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Black Mass,2015,14A,"Biography, Crime, Drama            ",6.9,68,"https://m.media-amazon.com/images/M/MV5BNzg0ODI3NDQxNF5BMl5BanBnXkFtZTgwMzgzNDA0NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The VVitch: A New-England Folktale,2015,14A,"Horror, Mystery            ",6.8,83,"https://m.media-amazon.com/images/M/MV5BMTUyNzkwMzAxOF5BMl5BanBnXkFtZTgwMzc1OTk1NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Danish Girl,2015,14A,"Biography, Drama, History            ",7.1,66,"https://m.media-amazon.com/images/M/MV5BMjA0NjA4NjE2Nl5BMl5BanBnXkFtZTgwNzIxNTY2NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Cinderella,2015,G,"Drama, Family, Fantasy            ",6.9,67,"https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Fantastic Four,2015,PG,"Action, Adventure, Drama            ",4.3,27,"https://m.media-amazon.com/images/M/MV5BMTk0OTMyMDA0OF5BMl5BanBnXkFtZTgwMzY5NTkzNTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Steve Jobs,2015,14A,"Biography, Drama            ",7.2,82,"https://m.media-amazon.com/images/M/MV5BMjE0NTA2MTEwOV5BMl5BanBnXkFtZTgwNzg4NzU2NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Age of Adaline,2015,PG,"Drama, Fantasy, Romance            ",7.2,51,"https://m.media-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_UX67_CR0,0,67,98_AL_.jpg"
Legend,2015,14A,"Biography, Crime, Drama            ",7.0,55,"https://m.media-amazon.com/images/M/MV5BMDQ4MGY0NWUtY2MxOC00YzI5LTg0OTEtZjNmY2Q2ZmM0MTA1XkEyXkFqcGdeQXVyNTQzOTc3MTI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Pitch Perfect 2,2015,PG,"Comedy, Music            ",6.4,63,"https://m.media-amazon.com/images/M/MV5BMzk4OTM2NzMzNl5BMl5BanBnXkFtZTgwNTAzNDE0NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Gift,2015,14A,"Drama, Mystery, Thriller            ",7.1,77,"https://m.media-amazon.com/images/M/MV5BMTQzMjM2NjM1Nl5BMl5BanBnXkFtZTgwMDM1MjQyNTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Trainwreck,2015,14A,"Comedy, Drama, Romance            ",6.2,75,"https://m.media-amazon.com/images/M/MV5BMTQ4MjgwNTMyOV5BMl5BanBnXkFtZTgwMTc1MjI0NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Pixels,2015,PG,"Action, Comedy, Sci-Fi            ",5.6,27,"https://m.media-amazon.com/images/M/MV5BMTYxMzM4NDY5N15BMl5BanBnXkFtZTgwNzg1NTI3MzE@._V1_UY98_CR1,0,67,98_AL_.jpg"
Crimson Peak,2015,14A,"Drama, Fantasy, Horror            ",6.5,66,"https://m.media-amazon.com/images/M/MV5BNTY2OTI5MjAyOV5BMl5BanBnXkFtZTgwNTkzMjQ0NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Joy,2015,PG,Drama            ,6.6,56,"https://m.media-amazon.com/images/M/MV5BNzRiOWZmMzUtZTJiOC00MjQ1LTkwMjgtNzhlYzBmODAzYTA0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg"
Brooklyn,2015,PG,"Drama, Romance            ",7.5,88,"https://m.media-amazon.com/images/M/MV5BMzE4MDk5NzEyOV5BMl5BanBnXkFtZTgwNDM4NDA3NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Me and Earl and the Dying Girl,2015,PG,"Comedy, Drama, Romance            ",7.8,74,"https://m.media-amazon.com/images/M/MV5BNTA1NzUzNjY4MV5BMl5BanBnXkFtZTgwNDU0MDI0NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Get Hard,2015,14A,"Comedy, Crime            ",6.0,34,"https://m.media-amazon.com/images/M/MV5BMTc3OTc1NjM0M15BMl5BanBnXkFtZTgwNjAyMzE1MzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Walk,2015,PG,"Adventure, Biography, Drama            ",7.3,70,"https://m.media-amazon.com/images/M/MV5BNTY4MzA4Mzc5Nl5BMl5BanBnXkFtZTgwNDIzMzk5NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
In the Heart of the Sea,2015,PG,"Action, Adventure, Biography            ",6.9,47,"https://m.media-amazon.com/images/M/MV5BMjA5NzUwODExM15BMl5BanBnXkFtZTgwNjM0MzE4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Visit,2015,14A,"Comedy, Horror, Mystery            ",6.2,55,"https://m.media-amazon.com/images/M/MV5BMTg3OTM2OTc5MV5BMl5BanBnXkFtZTgwMjMxNDM0NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Carol,2015,PG,"Drama, Romance            ",7.2,95,"https://m.media-amazon.com/images/M/MV5BMTczNTQ4OTEyNV5BMl5BanBnXkFtZTgwNDgyMDI3NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Daddy's Home,2015,PG,Comedy            ,6.2,42,"https://m.media-amazon.com/images/M/MV5BMTQ0OTE1MTk4N15BMl5BanBnXkFtZTgwMDM5OTk5NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Burnt,2015,14A,"Comedy, Drama            ",6.6,42,"https://m.media-amazon.com/images/M/MV5BNjEzNTk2OTEwNF5BMl5BanBnXkFtZTgwNzExMTg0NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Run All Night,2015,14A,"Action, Crime, Drama            ",6.6,59,"https://m.media-amazon.com/images/M/MV5BMTU2ODI3ODEyOV5BMl5BanBnXkFtZTgwMTM3NTQzNDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Hotel Transylvania 2,2015,G,"Animation, Comedy, Family            ",6.7,44,"https://m.media-amazon.com/images/M/MV5BNThkYmNmYzAtOGI2Ny00ODI4LTgwY2MtZmY3YWMxYTUyYjVjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Good Dinosaur,2015,G,"Animation, Adventure, Comedy            ",6.7,66,"https://m.media-amazon.com/images/M/MV5BMTc5MTg2NjQ4MV5BMl5BanBnXkFtZTgwNzcxOTY5NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Green Room,2015,R,"Horror, Music, Thriller            ",7.0,79,"https://m.media-amazon.com/images/M/MV5BMjU1ODQ5NzA0N15BMl5BanBnXkFtZTgwMDg5MTA5NzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Paper Towns,2015,PG,"Comedy, Drama, Mystery            ",6.3,56,"https://m.media-amazon.com/images/M/MV5BMjE2ODQxODMwOF5BMl5BanBnXkFtZTgwNDY5NjY3NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Vacation,2015,14A,"Adventure, Comedy            ",6.1,34,"https://m.media-amazon.com/images/M/MV5BMTUwNTM0ODMxM15BMl5BanBnXkFtZTgwNjM4Nzk4NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
